11,5.5
22,7.333333333333333
29,7.25
38,7.6
49,8.166666666666666
81,11.571428571428571
98,12.25
107,11.88888888888889
117,11.7
123,11.181818181818182
129,10.75
135,10.384615384615385
144,10.285714285714286
150,10.0
155,9.6875
162,9.529411764705882
177,9.833333333333334
185,9.736842105263158
195,9.75
204,9.714285714285714
214,9.727272727272727
228,9.91304347826087
241,10.041666666666666
246,9.84
250,9.615384615384615
254,9.407407407407407
258,9.214285714285714
262,9.03448275862069
266,8.866666666666667
271,8.741935483870968
282,8.8125
286,8.666666666666666
290,8.529411764705882
293,8.371428571428572
296,8.222222222222221
299,8.08108108108108
302,7.947368421052632
305,7.82051282051282
308,7.7
311,7.585365853658536
314,7.476190476190476
317,7.372093023255814
320,7.2727272727272725
323,7.177777777777778
326,7.086956521739131
331,7.042553191489362
345,7.1875
349,7.122448979591836
352,7.04
355,6.96078431372549
358,6.884615384615385
362,6.830188679245283
366,6.777777777777778
431,7.836363636363636
441,7.875
505,8.859649122807017
547,9.431034482758621
567,9.610169491525424
594,9.9
627,10.278688524590164
646,10.419354838709678
687,10.904761904761905
723,11.296875
763,11.738461538461538
895,13.56060606060606
1007,15.029850746268657
1156,17.0
1259,18.246376811594203
1441,20.585714285714285
1515,21.338028169014084
1648,22.88888888888889
1824,24.986301369863014
2045,27.635135135135137
2078,27.706666666666667
2262,29.763157894736842
2471,32.09090909090909
2613,33.5
2817,35.65822784810127
2923,36.5375
3299,40.72839506172839
3590,43.78048780487805
3901,47.0
4041,48.107142857142854
4289,50.45882352941177
4374,50.86046511627907
4589,52.747126436781606
4695,53.35227272727273
4830,54.26966292134831
5225,58.05555555555556
5353,58.824175824175825
5497,59.75
5545,59.623655913978496
6269,66.69148936170212
6497,68.38947368421053
6665,69.42708333333333
6985,72.01030927835052
7057,72.01020408163265
7132,72.04040404040404
7203,72.03
7274,72.01980198019803
7372,72.27450980392157
7682,74.58252427184466
7765,74.66346153846153
7881,75.05714285714286
7953,75.02830188679245
8137,76.04672897196262
8210,76.01851851851852
8265,75.8256880733945
8415,76.5
8936,80.50450450450451
8985,80.22321428571429
9588,84.84955752212389
9762,85.63157894736842
9922,86.27826086956522
10001,86.27826086956522
